latitude,longitude,average_label
32.73490422,-97.11349399,3.0
32.73487434,-97.11348994,2.8424507658643328
32.73484584,-97.11348102,1.0
32.73481582,-97.11347466,1.0
32.73478621,-97.11347241,1.0
32.73475795,-97.11347757,1.0
32.73473091,-97.11348371,1.0
32.73470234,-97.11347867,1.0
32.73467459,-97.11347499,1.0
32.73464618,-97.11347116,1.0
32.7346162,-97.11347448,1.0
32.73458628,-97.11348095,1.0
32.73455692,-97.11348607,1.8142548596112311
32.73452675,-97.11349207,2.0
32.73449768,-97.11349172,2.0
32.73446783,-97.11349367,2.0
32.7344356,-97.11349588,2.0
32.7344072,-97.11349043,1.314410480349345
32.73437715,-97.11349109,1.0
32.7343467,-97.1134922,1.0
32.73431667,-97.11348975,1.0
32.73428813,-97.11349656,1.0
32.7342582,-97.11349418,1.5695652173913044
32.73422763,-97.11348965,2.0
32.73419674,-97.1134917,2.0
32.73416542,-97.11349696,2.0
32.73413366,-97.11349724,2.0
32.73410338,-97.11349715,2.0
